Index,Word,Kana,Meaning,Part of Speech,Example JP,Example EN,Jisho Link
2032,いつも,いつも,"always, usually",Noun,彼女の様子がいつもと違う。,She looks different than usual.,http://jisho.org/search/%E3%81%84%E3%81%A4%E3%82%82
2033,四方,しほう,"all directions, far and wide",Noun,火が四方に広がったんだよ。,The fire has spread in all directions.,http://jisho.org/search/%E5%9B%9B%E6%96%B9
2034,方々,かたがた,people,Noun,大勢の方々にご出席いただきました。,It was attended by a lot of people.,http://jisho.org/search/%E6%96%B9%E3%80%85
2035,大人,おとな,adult,Adjective,あなたもだいぶ大人になったね。,You've grown up quite a bit.,http://jisho.org/search/%E5%A4%A7%E4%BA%BA
2036,外出,がいしゅつ,outing; trip; going out,Verbal Noun,午後は外出の予定です。,I plan to go out this afternoon.,http://jisho.org/search/%E5%A4%96%E5%87%BA
2037,内,うち,inside,Noun,心の内をお話し下さい。,Please speak your mind.,http://jisho.org/search/%E5%86%85
2038,週休,しゅうきゅう,weekend,Noun,うちの会社は週休2日です。,Our company has two days off a week.,http://jisho.org/search/%E9%80%B1%E4%BC%91
2039,一体,いったい,"what on earth, what the…",Adverb,一体何事ですか。,What on earth is going on?,http://jisho.org/search/%E4%B8%80%E4%BD%93
2040,きっかけ,きっかけ,"chance, opportunity",Noun,大学に通うのが上京のきっかけでした。,The reason I came to Tokyo was to go to university.,http://jisho.org/search/%E3%81%8D%E3%81%A3%E3%81%8B%E3%81%91
2041,出力,しゅつりょく,output,Verbal Noun,このプリンターで写真を出力できます。,You can output pictures with this printer.,http://jisho.org/search/%E5%87%BA%E5%8A%9B
2042,火力,かりょく,"heating power, heat",Noun,火力を弱めないと肉がこげるよ。,The meat's going to burn if you don't lower the heat.,http://jisho.org/search/%E7%81%AB%E5%8A%9B
2043,水力,すいりょく,"waterpower, hydraulic power",Noun,この島は発電を水力に頼っているんだ。,This island relies on hydroelectric energy to generate power.,http://jisho.org/search/%E6%B0%B4%E5%8A%9B
2044,口げんか,くちげんか,quarrel,Verbal Noun,きのう、弟と口げんかしました。,I quarreled with my younger brother yesterday.,http://jisho.org/search/%E5%8F%A3%E3%81%92%E3%82%93%E3%81%8B
2045,大手,おおて,big company,Noun,彼は大手のメーカーに勤めています。,He works for a big manufacturing company.,http://jisho.org/search/%E5%A4%A7%E6%89%8B
2046,足下,あしもと,at one's feet; underfoot,Noun,暗いので足下に気を付けてください。,Please watch your step in the dark.,http://jisho.org/search/%E8%B6%B3%E4%B8%8B
2047,火山,かざん,volcano,Noun,島で火山が噴火したよ。,The volcano erupted on the island.,http://jisho.org/search/%E7%81%AB%E5%B1%B1
2048,すっかり,すっかり,"all, completely",Adverb,買い物をすっかり忘れていた。,I completely forgot the shopping.,http://jisho.org/search/%E3%81%99%E3%81%A3%E3%81%8B%E3%82%8A
2049,小川,おがわ,"brook, stream",Noun,小川がさらさら流れています。,The stream flows smoothly.,http://jisho.org/search/%E5%B0%8F%E5%B7%9D
2050,空中,くうちゅう,"in the air, in the sky",Noun,蝶々が空中を舞っています。,The butterflies are flying in the air.,http://jisho.org/search/%E7%A9%BA%E4%B8%AD
2051,空ける,あける,"empty, clear out",Verb,彼女はお年寄りのために席を空けたんだ。,She gave up her seat to the elderly person.,http://jisho.org/search/%E7%A9%BA%E3%81%91%E3%82%8B
2052,空っぽ,からっぽ,empty,Adjectival Noun,僕の財布は空っぽだよ。,My purse is empty.,http://jisho.org/search/%E7%A9%BA%E3%81%A3%E3%81%BD
2053,空き,あき,"vacancy, free time",Noun,部屋の空きはありますか。,Are there any vacant rooms?,http://jisho.org/search/%E7%A9%BA%E3%81%8D
2054,空,から,"emptiness, hollow",Noun,この瓶はもう空ね。,This bottle is already empty.,http://jisho.org/search/%E7%A9%BA
2055,海水,かいすい,seawater,Noun,海水から塩を作ります。,Salt is made from seawater.,http://jisho.org/search/%E6%B5%B7%E6%B0%B4
2056,海上,かいじょう,"(by, at, on) sea; maritime",Noun,海上で衝突事故が発生した。,There was a collision at sea.,http://jisho.org/search/%E6%B5%B7%E4%B8%8A
2057,シリーズ,シリーズ,series,Noun,このシリーズは50話もあるそうよ。,I hear that there are as many as 50 stories in the series.,http://jisho.org/search/%E3%82%B7%E3%83%AA%E3%83%BC%E3%82%BA
2058,水田,すいでん,(water-filled) paddy field,Noun,窓の外に水田が広がっていたよ。,A sweep of rice field appeared outside the window.,http://jisho.org/search/%E6%B0%B4%E7%94%B0
2059,森林,しんりん,"forest, woods",Noun,世界中で森林が失われています。,Forests are being lost all over the world.,http://jisho.org/search/%E6%A3%AE%E6%9E%97
2060,男らしい,おとこらしい,"manly, masculine",Adjective,彼は男らしさを心掛けているね。,He's making an effort to appear manly.,http://jisho.org/search/%E7%94%B7%E3%82%89%E3%81%97%E3%81%84
2061,女らしい,おんならしい,"womanly, feminine",Adjective,彼女は女らしい。,She's feminine.,http://jisho.org/search/%E5%A5%B3%E3%82%89%E3%81%97%E3%81%84
2062,少女,しょうじょ,girl,Noun,少女は母親の手を握った。,The girl clasped her mother's hand.,http://jisho.org/search/%E5%B0%91%E5%A5%B3
2063,女子,じょし,"woman, girl",Noun,このクラスの女子は18人です。,There are 18 girls in this class.,http://jisho.org/search/%E5%A5%B3%E5%AD%90
2064,好む,このむ,"like, be fond of",Verb,彼女は背の高い男性を好みますね。,She prefers tall men.,http://jisho.org/search/%E5%A5%BD%E3%82%80
2065,エイズ,エイズ,AIDS,Noun,その国ではエイズが大きな社会問題ね。,AIDS is a major social issue in that country.,http://jisho.org/search/%E3%82%A8%E3%82%A4%E3%82%BA
2066,好み,このみ,"taste, preference",Noun,姉と私は服の好みが似ています。,My elder sister and I have the same taste in clothes.,http://jisho.org/search/%E5%A5%BD%E3%81%BF
2067,上達,じょうたつ,"improvement (e.g. in skill, ability); progress",Verbal Noun,短い時間にずいぶん上達しましたね。,You have progressed well in a short time.,http://jisho.org/search/%E4%B8%8A%E9%81%94
2068,一家,いっか,"a household, a family",Noun,あの一家は仲がいい。,That family is very close.,http://jisho.org/search/%E4%B8%80%E5%AE%B6
2069,家出,いえで,running away from home,Verbal Noun,彼の息子が家出したそうよ。,I hear that his son left home.,http://jisho.org/search/%E5%AE%B6%E5%87%BA
2070,大家,おおや,landlord,Noun,ここの大家は近くに住んでいますよ。,The landlord lives near here.,http://jisho.org/search/%E5%A4%A7%E5%AE%B6
2071,元来,がんらい,"originally, essentially",Adverb,彼は元来、真面目な人です。,He is essentially a serious person.,http://jisho.org/search/%E5%85%83%E6%9D%A5
2072,元日,がんじつ,New Year's Day,Noun,元日には初詣でに行きます。,I visit a shrine on New Year's Day for the first prayer.,http://jisho.org/search/%E5%85%83%E6%97%A5
2073,エンジン,エンジン,engine,Noun,車のエンジンが調子悪い。,The car engine is in a bad condition.,http://jisho.org/search/%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%B3
2074,お中元,おちゅうげん,summer gift (Bon Festival gift),Noun,お中元にビールが届きました。,We received some beer as a summer gift.,http://jisho.org/search/%E3%81%8A%E4%B8%AD%E5%85%83
2075,天の川,あまのがわ,Milky Way,Noun,今夜は天の川が見えますね。,The Milky Way can be seen tonight.,http://jisho.org/search/%E5%A4%A9%E3%81%AE%E5%B7%9D
2076,気分,きぶん,"feeling, mood",Noun,今日は最高にいい気分だよ。,I feel on top of the world today.,http://jisho.org/search/%E6%B0%97%E5%88%86
2077,元気,げんき,lively; healthy,Noun,彼女は最近元気がないですね。,She has been in low spirits recently.,http://jisho.org/search/%E5%85%83%E6%B0%97
2078,気体,きたい,"gas, vapor",Noun,水が沸騰して気体になったんだ。,The water boiled and then turned into gas.,http://jisho.org/search/%E6%B0%97%E4%BD%93
2079,気力,きりょく,willpower; energy; vitality,Noun,彼は気力にあふれていますね。,He really has energy to spare.,http://jisho.org/search/%E6%B0%97%E5%8A%9B
2080,大雨,おおあめ,heavy rain,Noun,各地で大雨が降っています。,Heavy rain is falling in all regions.,http://jisho.org/search/%E5%A4%A7%E9%9B%A8
2081,クラス,クラス,"class, lesson",Noun,彼はビジネスクラスに乗ったの。,He traveled business class.,http://jisho.org/search/%E3%82%AF%E3%83%A9%E3%82%B9
2082,小雨,こさめ,light rain; drizzle,Noun,小雨なので傘はいりません。,I don't need an umbrella as it is only drizzling.,http://jisho.org/search/%E5%B0%8F%E9%9B%A8
2083,雨天,うてん,rainy weather,Noun,試合は雨天中止です。,The match is canceled due to rain.,http://jisho.org/search/%E9%9B%A8%E5%A4%A9
2084,大雪,おおゆき,heavy snow,Noun,10年振りの大雪です。,This is the heaviest snow in ten years.,http://jisho.org/search/%E5%A4%A7%E9%9B%AA
2085,青年,せいねん,"youth, young man",Noun,町の青年たちはボランティア活動をしています。,Young people in the town are doing volunteer work.,http://jisho.org/search/%E9%9D%92%E5%B9%B4
2086,青空,あおぞら,blue sky,Noun,雲一つない青空ですね。,It is a cloudless blue sky.,http://jisho.org/search/%E9%9D%92%E7%A9%BA
2087,明日,あす,tomorrow (other reading of あした),Noun,明日のプレゼンテーションが心配だ。,I'm worried about tomorrow's presentation.,http://jisho.org/search/%E6%98%8E%E6%97%A5
2088,明ける,あける,to dawn,Verb,もうすぐ夜が明けるね。,It will be dawn soon.,http://jisho.org/search/%E6%98%8E%E3%81%91%E3%82%8B
2089,明かり,あかり,light,Noun,部屋の明かりを点けましょう。,Let's turn on the room light.,http://jisho.org/search/%E6%98%8E%E3%81%8B%E3%82%8A
2090,スピード,スピード,speed,Noun,カーブを曲がるときはスピードを落としましょう。,You should slow down when driving around a bend.,http://jisho.org/search/%E3%82%B9%E3%83%94%E3%83%BC%E3%83%89
2091,明け方,あけがた,"dawn, near daybreak",Noun,明け方に雨が降り始めましたね。,It began to rain at dawn.,http://jisho.org/search/%E6%98%8E%E3%81%91%E6%96%B9
2092,一昨年,いっさくねん,the year before last (other reading of おととし),Noun,大学卒業は一昨年です。,I graduated from university two years ago.,http://jisho.org/search/%E4%B8%80%E6%98%A8%E5%B9%B4
2093,一昨日,いっさくじつ,the day before yesterday,Noun,一昨日、お電話を差し上げました。,I gave you a call the day before yesterday.,http://jisho.org/search/%E4%B8%80%E6%98%A8%E6%97%A5
2094,昨日,さくじつ,yesterday (other reading of きのう),Noun,昨日は雨でしたね。,It rained yesterday.,http://jisho.org/search/%E6%98%A8%E6%97%A5
2095,向上,こうじょう,improvement,Verbal Noun,全員で技術の向上に努めています。,We all work together to improve our skills.,http://jisho.org/search/%E5%90%91%E4%B8%8A
2096,一向に,いっこうに,"absolutely, (not) at all (in negative sentence)",Adverb,彼は一向に興味を示さないの。,He doesn't show any interest at all.,http://jisho.org/search/%E4%B8%80%E5%90%91%E3%81%AB
2097,開き,あき,opening; gap,Noun,このブラウスは後ろ開きです。,This blouse opens from the back.,http://jisho.org/search/%E9%96%8B%E3%81%8D
2098,いかに,いかに,"how, in what way",Adverb,彼に会えば、彼がいかに良い人か分かります。,If you met him you'd realize what a nice person he is.,http://jisho.org/search/%E3%81%84%E3%81%8B%E3%81%AB
2099,聞かす,きかす,to inform about; to read to; to sing to,Verb,子供に昔話を聞かせてあげたの。,I read a story to the children.,http://jisho.org/search/%E8%81%9E%E3%81%8B%E3%81%99
2100,聞き手,ききて,"listener, audience",Noun,彼女はいつも聞き手にまわるね。,She always turns to the listener.,http://jisho.org/search/%E8%81%9E%E3%81%8D%E6%89%8B
2101,客間,きゃくま,"guest room, parlor",Noun,お客さんを客間にお通ししたわよ。,I showed the guest into the reception room.,http://jisho.org/search/%E5%AE%A2%E9%96%93
2102,間,かん,"interval, duration of time (other reading of あいだ)",Noun,その間に彼は居なくなっていました。,He disappeared in the meantime.,http://jisho.org/search/%E9%96%93
2103,空間,くうかん,"space, room",Noun,狭い空間に物がたくさん置いてあるね。,A lot of things have been put into a tight space.,http://jisho.org/search/%E7%A9%BA%E9%96%93
2104,円高,えんだか,high-valued yen; strong yen,Noun,円高の影響で海外製品が安く買えますよ。,Overseas products can be bought more cheaply because of the strong yen.,http://jisho.org/search/%E5%86%86%E9%AB%98
2105,最高,さいこう,highest; supreme; the most,Noun,これまでで最高の結果が出たよ。,I got my best results so far.,http://jisho.org/search/%E6%9C%80%E9%AB%98
2106,スタート,スタート,"start, begin",Verbal Noun,マラソンは雨の中でスタートしたの。,The marathon started in the rain.,http://jisho.org/search/%E3%82%B9%E3%82%BF%E3%83%BC%E3%83%88
2107,最低,さいてい,lowest; disgusting,Noun,これは今までで最低の記録だ。,This is the worst record so far.,http://jisho.org/search/%E6%9C%80%E4%BD%8E
2108,最小,さいしょう,"the smallest, minimum",Noun,これは世界で最小のコンピューターです。,This is the smallest computer in the world.,http://jisho.org/search/%E6%9C%80%E5%B0%8F
2109,最上,さいじょう,best,Noun,このホテルでは最上のサービスが受けられます。,You can get the best service at this hotel.,http://jisho.org/search/%E6%9C%80%E4%B8%8A
2110,最中,さいちゅう,"in the middle of, during",Noun,夕食の最中に電話がかかってきたの。,I got a phone call in the middle of supper.,http://jisho.org/search/%E6%9C%80%E4%B8%AD
2111,初日,しょにち,"first day, opening day",Noun,会議の初日に市長がスピーチをしたよ。,The mayor made a speech on the first day of the conference.,http://jisho.org/search/%E5%88%9D%E6%97%A5
2112,お前,おまえ,"you (formerly honorific, now sometimes derog. term referring to an equal or inferior)",Noun,お前の言うことは信じられない。,I can't believe what you say.,http://jisho.org/search/%E3%81%8A%E5%89%8D
2113,前後,ぜんご,before and after; order; around,Noun,そちらに着くのは6時前後です。,I will arrive there around 6 o'clock.,http://jisho.org/search/%E5%89%8D%E5%BE%8C
2114,後方,こうほう,behind; in the rear; in back,Noun,彼は後方の座席に着いたの。,He sat down on a rear seat.,http://jisho.org/search/%E5%BE%8C%E6%96%B9
2115,セット,セット,set,Verbal Noun,このメニューはサラダと飲み物がセットになっています。,"In this menu, there's a set with a salad and a drink.",http://jisho.org/search/%E3%82%BB%E3%83%83%E3%83%88
2116,後ろ向き,うしろむき,facing backward,Noun,彼は車を後ろ向きに駐車したの。,He parked the car backwards.,http://jisho.org/search/%E5%BE%8C%E3%82%8D%E5%90%91%E3%81%8D
2117,明々後日,しあさって,three days from today,Noun,会議は明々後日に延期された。,The meeting was postponed to three days from today.,http://jisho.org/search/%E6%98%8E%E3%80%85%E5%BE%8C%E6%97%A5
2118,後半,こうはん,"latter half, second half",Noun,ドラマの後半は来週放送されるんだ。,The second half of the drama will be broadcast next week.,http://jisho.org/search/%E5%BE%8C%E5%8D%8A
2119,朝日,あさひ,morning sun,Noun,朝日が昇りましたよ。,The morning sun rose.,http://jisho.org/search/%E6%9C%9D%E6%97%A5
2120,昨晩,さくばん,"last night, last evening",Noun,昨晩の雪がまだ庭に残っている。,Last night's snow still remains in the garden.,http://jisho.org/search/%E6%98%A8%E6%99%A9
